customer_name,category,sub_category,city,order_date,region,sales,profit
Vidya,Oil & Masala,Masalas,Krishnagiri,2018-10-02,South,1085,151.9
Surya,Beverages,Soft Drinks,Coimbatore,2018-04-25,South,2371,640.17
Sabeela,"Eggs, Meat & Fish",Fish,Madurai,2018-09-08,South,1508,316.68
Surya,Oil & Masala,Spices,Kanyakumari,2018-04-25,South,2481,173.67
Anu,Oil & Masala,Edible Oil & Ghee,Perambalur,2018-10-02,South,895,205.85
Roshan,Fruits & Veggies,Organic Vegetables,Karur,2017-11-26,South,1402,168.24
Ridhesh,Oil & Masala,Masalas,Madurai,2018-10-02,South,1903,152.24
Veena,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2015-05-13,South,899,80.91
Haseena,Beverages,Health Drinks,Madurai,2018-03-26,West,2124,743.4
Surya,"Eggs, Meat & Fish",Fish,Salem,2018-09-05,West,1394,153.34
Sundar,Fruits & Veggies,Fresh Vegetables,Cumbum,2016-11-29,West,1516,515.44
Alan,Snacks,Cookies,Cumbum,2016-09-21,West,1043,469.35
Sudha,Snacks,Noodles,Nagercoil,2018-09-04,West,1288,270.48
Jonas,Bakery,Biscuits,Trichy,2018-02-19,West,767,46.02
Arutra,Snacks,Cookies,Theni,2017-06-14,West,1883,301.28
Jackson,Fruits & Veggies,Organic Vegetables,Ooty,2015-09-26,West,1144,446.16
Alan,Food Grains,Dals & Pulses,Tirunelveli,2015-12-07,West,1279,306.96
Hussain,"Eggs, Meat & Fish",Mutton,Dharmapuri,2017-09-02,West,2369,876.53
Sabeela,Beverages,Health Drinks,Viluppuram,2018-05-09,West,1370,465.8
Veena,Beverages,Health Drinks,Kanyakumari,2017-06-14,West,621,260.82
Kumar,Fruits & Veggies,Organic Vegetables,Chennai,2018-05-09,West,2226,400.68
Yusuf,Bakery,Cakes,Krishnagiri,2017-03-10,West,2186,174.88
Suresh,Oil & Masala,Edible Oil & Ghee,Nagercoil,2017-11-10,West,2325,627.75
Ram,Beverages,Health Drinks,Krishnagiri,2015-05-26,West,661,251.18
Ganesh,Beverages,Soft Drinks,Tenkasi,2017-11-17,West,1176,399.84
Vidya,"Eggs, Meat & Fish",Eggs,Tenkasi,2017-12-10,West,1191,178.65
Malik,Food Grains,Organic Staples,Kanyakumari,2018-06-11,West,1077,226.17
Veronica,Snacks,Cookies,Viluppuram,2018-09-26,West,1268,63.4
Komal,Snacks,Cookies,Pudukottai,2017-07-01,West,1319,131.9
Akash,Fruits & Veggies,Organic Fruits,Karur,2018-09-28,West,2110,865.1
Sharon,Bakery,Cakes,Bodi,2018-12-17,West,2243,314.02
James,Bakery,Cakes,Namakkal,2018-12-05,West,1307,483.59
Sudeep,Beverages,Soft Drinks,Krishnagiri,2017-12-18,West,1215,449.55
Amrish,Fruits & Veggies,Organic Fruits,Namakkal,2018-09-28,West,1808,452.0
Vidya,"Eggs, Meat & Fish",Mutton,Chennai,2018-12-24,West,1760,211.2
Arutra,Bakery,Breads & Buns,Virudhunagar,2016-05-03,West,2295,481.95
Veena,Fruits & Veggies,Fresh Vegetables,Salem,2018-09-23,West,507,147.03
Surya,Beverages,Soft Drinks,Madurai,2016-04-13,West,2390,956.0
Krithika,Bakery,Breads & Buns,Nagercoil,2018-09-28,West,1495,627.9
Aditi,Bakery,Cakes,Ramanadhapuram,2018-06-11,West,860,352.6
Muneer,Bakery,Breads & Buns,Dharmapuri,2017-12-18,West,1720,498.8
Vince,Bakery,Breads & Buns,Cumbum,2017-11-10,West,2052,554.04
Mathew,Food Grains,Organic Staples,Dindigul,2017-12-18,West,608,103.36
Haseena,Snacks,Chocolates,Coimbatore,2018-06-11,West,1775,355.0
Adavan,Fruits & Veggies,Organic Vegetables,Bodi,2018-06-11,West,2379,785.07
Willams,Bakery,Cakes,Pudukottai,2018-10-12,West,1418,255.24
Jonas,Food Grains,Rice,Viluppuram,2017-10-17,West,867,164.73
Alan,Snacks,Cookies,Karur,2018-05-09,West,2361,802.74
Sundar,Beverages,Soft Drinks,Tirunelveli,2018-03-23,West,1295,142.45
Ravi,Snacks,Chocolates,Trichy,2018-12-05,West,1324,476.64
Anu,"Eggs, Meat & Fish",Chicken,Salem,2018-12-05,West,791,55.37
Ridhesh,Food Grains,Dals & Pulses,Pudukottai,2016-04-13,West,2286,137.16
Sheeba,Bakery,Breads & Buns,Coimbatore,2018-09-07,West,1417,481.78
Yusuf,Bakery,Breads & Buns,Ramanadhapuram,2018-09-28,West,590,247.8
Sharon,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2017-10-06,West,650,84.5
Krithika,Beverages,Health Drinks,Perambalur,2017-10-06,West,1730,363.3
Arutra,Food Grains,Dals & Pulses,Theni,2017-12-18,West,1759,686.01
Sudha,Fruits & Veggies,Organic Vegetables,Pudukottai,2017-05-20,West,1458,320.76
Vidya,Bakery,Biscuits,Nagercoil,2017-06-26,Central,2090,856.9
Amrish,Snacks,Chocolates,Salem,2016-11-09,Central,524,89.08
Vinne,Food Grains,Rice,Tirunelveli,2018-12-10,Central,1478,517.3
Yusuf,Oil & Masala,Edible Oil & Ghee,Cumbum,2017-06-26,Central,1931,502.06
Yadav,Snacks,Noodles,Chennai,2017-06-26,Central,1706,341.2
Vidya,Fruits & Veggies,Fresh Vegetables,Bodi,2016-05-10,Central,966,367.08
Roshan,Food Grains,Organic Staples,Ramanadhapuram,2018-03-13,Central,1639,229.46
Sudeep,Snacks,Noodles,Madurai,2017-04-03,Central,1512,362.88
Ridhesh,Snacks,Noodles,Krishnagiri,2018-11-04,Central,1207,519.01
Roshan,Beverages,Health Drinks,Dindigul,2018-03-13,Central,1342,120.78
Veena,"Eggs, Meat & Fish",Chicken,Perambalur,2018-03-13,Central,1371,274.2
Harish,Snacks,Chocolates,Coimbatore,2018-11-04,Central,1814,798.16
Roshan,Fruits & Veggies,Fresh Fruits,Tenkasi,2018-11-04,Central,2150,709.5
Aditi,Beverages,Health Drinks,Cumbum,2016-05-10,Central,1512,665.28
Ridhesh,"Eggs, Meat & Fish",Chicken,Perambalur,2018-11-04,Central,720,244.8
Jackson,Bakery,Biscuits,Cumbum,2017-07-01,East,1499,269.82
Sabeela,Bakery,Biscuits,Cumbum,2016-12-10,East,2360,141.6
Hafiz,Fruits & Veggies,Organic Fruits,Dharmapuri,2018-10-20,East,1023,306.9
Sheeba,Fruits & Veggies,Organic Fruits,Madurai,2016-12-10,East,1912,554.48
Esther,Fruits & Veggies,Organic Vegetables,Kanyakumari,2016-12-10,East,2426,1018.92
Amy,Food Grains,Organic Staples,Ramanadhapuram,2017-07-01,East,1725,86.25
Malik,Snacks,Cookies,Salem,2016-06-19,East,843,168.6
Sundar,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2018-09-29,East,2334,653.52
James,Food Grains,Organic Staples,Chennai,2018-09-29,East,1107,210.33
Ridhesh,Food Grains,Dals & Pulses,Dharmapuri,2018-11-30,East,1974,197.4
Veronica,Beverages,Health Drinks,Dindigul,2016-12-18,East,1746,453.96
Malik,Food Grains,Organic Staples,Madurai,2018-11-19,East,1822,273.3
Harish,Bakery,Breads & Buns,Madurai,2018-09-19,East,1385,263.15
Komal,Food Grains,Atta & Flour,Nagercoil,2017-02-05,South,509,35.63
Veronica,Oil & Masala,Edible Oil & Ghee,Tenkasi,2017-02-05,South,1114,256.22
Jonas,"Eggs, Meat & Fish",Fish,Vellore,2018-06-04,South,1473,530.28
Ganesh,Beverages,Health Drinks,Tirunelveli,2017-02-05,South,838,159.22
Sundar,Oil & Masala,Spices,Theni,2017-02-05,South,2305,968.1
Hafiz,Food Grains,Atta & Flour,Dindigul,2017-05-24,South,1486,148.6
Jackson,Oil & Masala,Spices,Vellore,2017-02-05,South,558,111.6
James,Beverages,Soft Drinks,Viluppuram,2017-05-24,South,1815,326.7
Verma,Fruits & Veggies,Fresh Fruits,Viluppuram,2018-06-04,South,2346,258.06
Sudeep,Fruits & Veggies,Organic Fruits,Tirunelveli,2017-02-05,South,1566,501.12
Hussain,Oil & Masala,Edible Oil & Ghee,Pudukottai,2015-04-07,South,1486,148.6
Muneer,Food Grains,Organic Staples,Perambalur,2017-02-05,South,1082,421.98
Amrish,Food Grains,Dals & Pulses,Madurai,2018-10-12,South,816,334.56
Esther,Snacks,Cookies,Dharmapuri,2017-12-01,West,2390,669.2
Harish,Oil & Masala,Masalas,Chennai,2015-04-15,West,2286,640.08
Hussain,Snacks,Chocolates,Krishnagiri,2018-09-11,West,1952,117.12
Surya,Fruits & Veggies,Fresh Vegetables,Bodi,2015-10-10,West,2151,817.38
Veronica,Snacks,Cookies,Perambalur,2018-09-11,West,2363,354.45
Sudha,Food Grains,Organic Staples,Madurai,2015-11-28,West,1750,420.0
James,Beverages,Health Drinks,Ramanadhapuram,2018-11-10,West,1779,355.8
Surya,Snacks,Cookies,Perambalur,2017-12-01,West,1389,263.91
Veronica,Fruits & Veggies,Fresh Fruits,Karur,2015-09-19,West,1454,450.74
Verma,Beverages,Soft Drinks,Perambalur,2018-11-06,West,2059,205.9
Ridhesh,Snacks,Chocolates,Madurai,2017-12-01,West,1057,359.38
Veronica,Bakery,Breads & Buns,Trichy,2015-11-03,West,906,108.72
Alan,Food Grains,Dals & Pulses,Namakkal,2015-11-28,West,692,193.76
Ravi,Oil & Masala,Masalas,Ramanadhapuram,2018-11-06,West,2017,121.02
Hussain,Beverages,Soft Drinks,Madurai,2018-11-06,West,1941,543.48
Jackson,Oil & Masala,Masalas,Perambalur,2017-12-30,West,2196,790.56
Yusuf,Fruits & Veggies,Fresh Fruits,Cumbum,2018-11-06,West,958,249.08
Roshan,Beverages,Soft Drinks,Krishnagiri,2017-07-25,West,2285,868.3
Ram,Beverages,Health Drinks,Perambalur,2017-12-30,West,864,345.6
Aditi,Food Grains,Organic Staples,Chennai,2016-11-29,West,2444,782.08
Ravi,Fruits & Veggies,Fresh Vegetables,Karur,2018-11-12,West,2151,795.87
Suresh,Snacks,Cookies,Dharmapuri,2017-07-10,West,1600,544.0
Roshan,Food Grains,Dals & Pulses,Tirunelveli,2017-05-06,Central,2372,237.2
Verma,"Eggs, Meat & Fish",Mutton,Karur,2018-12-11,Central,2082,666.24
Ridhesh,Beverages,Health Drinks,Tenkasi,2018-11-06,Central,1508,618.28
Ramesh,Food Grains,Dals & Pulses,Vellore,2016-05-25,Central,848,313.76
Ganesh,Oil & Masala,Edible Oil & Ghee,Trichy,2017-04-09,Central,1682,403.68
James,Food Grains,Atta & Flour,Dindigul,2015-06-03,Central,1789,178.9
Hafiz,Snacks,Noodles,Pudukottai,2016-05-25,Central,1316,434.28
Harish,Fruits & Veggies,Fresh Fruits,Vellore,2018-12-11,Central,2232,959.76
Sudeep,Beverages,Health Drinks,Ooty,2015-08-23,Central,2168,693.76
Kumar,Fruits & Veggies,Fresh Vegetables,Pudukottai,2018-11-25,Central,505,126.25
Komal,Oil & Masala,Edible Oil & Ghee,Salem,2016-02-22,Central,2037,488.88
Komal,Bakery,Breads & Buns,Kanyakumari,2018-11-06,Central,1720,653.6
Veronica,Snacks,Chocolates,Viluppuram,2016-09-14,Central,1467,616.14
Sabeela,Bakery,Biscuits,Dharmapuri,2017-10-17,Central,1634,653.6
Willams,Beverages,Health Drinks,Bodi,2018-05-18,Central,1637,229.18
Arvind,Bakery,Biscuits,Pudukottai,2018-05-18,Central,1542,262.14
Ram,Snacks,Chocolates,Dindigul,2018-09-22,Central,2236,804.96
Arutra,Food Grains,Atta & Flour,Bodi,2016-11-16,Central,2113,591.64
Amrish,Bakery,Breads & Buns,Tirunelveli,2016-05-23,Central,1847,258.58
Sudeep,Bakery,Cakes,Kanyakumari,2018-09-04,Central,1792,89.6
Alan,Fruits & Veggies,Fresh Fruits,Viluppuram,2015-10-20,Central,2475,396.0
Sabeela,"Eggs, Meat & Fish",Eggs,Nagercoil,2018-03-04,Central,910,391.3
Roshan,Oil & Masala,Spices,Karur,2018-02-03,Central,1704,102.24
Roshan,"Eggs, Meat & Fish",Mutton,Trichy,2015-10-20,Central,1992,517.92
Peer,Fruits & Veggies,Organic Fruits,Tenkasi,2018-03-04,Central,2216,642.64
Ganesh,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2017-12-05,Central,870,43.5
Sharon,Fruits & Veggies,Organic Fruits,Vellore,2016-12-21,Central,1611,257.76
Sabeela,Bakery,Biscuits,Tirunelveli,2018-02-03,Central,2139,128.34
James,Snacks,Noodles,Chennai,2017-09-05,Central,2164,281.32
Jonas,Snacks,Noodles,Dindigul,2018-10-27,Central,1276,484.88
Arutra,Beverages,Soft Drinks,Tirunelveli,2018-09-17,Central,1364,531.96
Shree,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2017-03-29,Central,1956,430.32
Kumar,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2018-06-18,Central,911,109.32
Ravi,Bakery,Cakes,Namakkal,2017-06-12,Central,2417,652.59
Ganesh,Snacks,Cookies,Perambalur,2015-10-20,Central,1985,833.7
Ramesh,Fruits & Veggies,Fresh Fruits,Virudhunagar,2016-05-13,Central,2100,483.0
Harish,Food Grains,Organic Staples,Viluppuram,2018-02-03,Central,1580,158.0
Amrish,Beverages,Health Drinks,Bodi,2017-06-12,Central,2404,552.92
Sheeba,Fruits & Veggies,Organic Vegetables,Perambalur,2017-06-12,Central,1333,506.54
Amy,Food Grains,Dals & Pulses,Cumbum,2016-12-08,Central,1203,168.42
Arvind,Beverages,Soft Drinks,Trichy,2015-10-20,Central,1863,279.45
Suresh,Fruits & Veggies,Fresh Fruits,Bodi,2017-06-12,Central,1508,316.68
Jonas,Fruits & Veggies,Fresh Fruits,Perambalur,2016-11-30,Central,757,280.09
Veena,Beverages,Health Drinks,Kanyakumari,2017-06-12,Central,669,107.04
Sharon,Snacks,Noodles,Ooty,2018-09-17,Central,541,75.74
Veena,Oil & Masala,Edible Oil & Ghee,Tenkasi,2018-11-13,Central,758,325.94
Krithika,"Eggs, Meat & Fish",Fish,Trichy,2017-09-02,Central,2479,347.06
Ramesh,"Eggs, Meat & Fish",Chicken,Dindigul,2017-09-10,East,1519,106.33
Aditi,Oil & Masala,Edible Oil & Ghee,Pudukottai,2018-09-03,East,1682,151.38
Jonas,Snacks,Cookies,Perambalur,2016-08-02,East,1955,801.55
Arutra,Bakery,Breads & Buns,Cumbum,2017-09-10,East,1928,848.32
Sheeba,Bakery,Breads & Buns,Madurai,2017-04-04,East,1179,436.23
Malik,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2018-10-03,East,1899,778.59
Jonas,Oil & Masala,Spices,Salem,2016-03-16,East,928,167.04
Vince,"Eggs, Meat & Fish",Chicken,Pudukottai,2016-09-25,East,1020,183.6
Mathew,Fruits & Veggies,Fresh Fruits,Theni,2016-11-22,East,1426,427.8
Sudha,Food Grains,Organic Staples,Virudhunagar,2016-11-27,East,919,404.36
Haseena,Oil & Masala,Spices,Salem,2015-11-17,East,1188,71.28
Esther,Food Grains,Rice,Cumbum,2017-09-19,East,1712,342.4
Harish,Snacks,Noodles,Coimbatore,2016-11-22,East,501,65.13
Sudha,Food Grains,Atta & Flour,Dharmapuri,2016-06-04,East,1580,616.2
Suresh,"Eggs, Meat & Fish",Mutton,Kanyakumari,2018-09-03,East,1534,245.44
Hussain,Snacks,Cookies,Viluppuram,2017-12-18,East,1637,196.44
Harish,Snacks,Chocolates,Nagercoil,2015-11-25,East,1616,323.2
Vinne,Snacks,Cookies,Kanyakumari,2018-11-08,East,1428,471.24
Ramesh,Food Grains,Organic Staples,Tenkasi,2016-10-01,East,1063,340.16
Sheeba,Bakery,Cakes,Vellore,2016-11-27,East,1829,713.31
Akash,Oil & Masala,Spices,Virudhunagar,2016-12-19,East,772,270.2
Alan,Snacks,Chocolates,Cumbum,2017-09-19,East,1125,236.25
Sharon,Food Grains,Dals & Pulses,Krishnagiri,2016-05-31,East,1863,670.68
Verma,Oil & Masala,Masalas,Virudhunagar,2018-01-12,East,1883,583.73
Adavan,Fruits & Veggies,Organic Fruits,Perambalur,2016-11-27,East,842,244.18
Adavan,Fruits & Veggies,Organic Vegetables,Dharmapuri,2018-12-08,East,1759,422.16
Verma,Food Grains,Dals & Pulses,Tirunelveli,2016-12-03,East,2323,905.97
Veena,Fruits & Veggies,Organic Fruits,Chennai,2017-12-05,East,1527,152.7
Arvind,Food Grains,Atta & Flour,Nagercoil,2018-05-13,East,2025,121.5
Muneer,Snacks,Chocolates,Bodi,2015-08-22,East,1522,578.36
Jonas,Oil & Masala,Masalas,Ooty,2016-06-13,East,2192,854.88
Komal,Food Grains,Dals & Pulses,Ramanadhapuram,2015-11-19,East,984,265.68
Shah,Bakery,Biscuits,Salem,2017-09-22,East,2274,204.66
Yusuf,Oil & Masala,Edible Oil & Ghee,Pudukottai,2016-04-29,East,2029,324.64
Suresh,Beverages,Health Drinks,Dindigul,2017-12-08,East,1529,565.73
Jonas,Snacks,Cookies,Madurai,2017-09-23,East,1369,150.59
Malik,Fruits & Veggies,Organic Vegetables,Cumbum,2017-01-11,East,1057,116.27
Amrish,"Eggs, Meat & Fish",Eggs,Pudukottai,2017-01-11,East,706,63.54
Komal,Beverages,Health Drinks,Namakkal,2017-08-12,East,2022,586.38
Vidya,Beverages,Health Drinks,Nagercoil,2018-07-03,East,1483,281.77
Vidya,Fruits & Veggies,Fresh Fruits,Cumbum,2018-07-03,East,1589,715.05
Sudeep,Bakery,Breads & Buns,Krishnagiri,2017-09-23,East,2023,283.22
Sundar,Food Grains,Rice,Theni,2017-09-23,East,544,27.2
Ridhesh,Fruits & Veggies,Organic Vegetables,Chennai,2016-11-30,South,908,90.8
Arvind,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-11-30,South,1333,319.92
Muneer,Food Grains,Atta & Flour,Krishnagiri,2018-12-25,South,1196,346.84
Muneer,Bakery,Breads & Buns,Madurai,2018-12-25,South,1284,295.32
Ramesh,Oil & Masala,Edible Oil & Ghee,Salem,2018-09-17,South,1545,463.5
Peer,Food Grains,Dals & Pulses,Tirunelveli,2016-09-22,South,1714,137.12
Vidya,Beverages,Soft Drinks,Tirunelveli,2018-12-25,South,894,107.28
Sheeba,Snacks,Chocolates,Vellore,2018-12-10,South,2486,969.54
Komal,Oil & Masala,Masalas,Tenkasi,2018-08-11,South,1309,130.9
Veronica,"Eggs, Meat & Fish",Fish,Trichy,2016-05-26,South,2485,497.0
Krithika,Bakery,Biscuits,Theni,2016-05-26,South,1792,286.72
Hussain,Bakery,Cakes,Dharmapuri,2017-09-10,South,976,331.84
Jackson,Fruits & Veggies,Organic Fruits,Virudhunagar,2017-12-24,South,2336,677.44
Mathew,Bakery,Breads & Buns,Madurai,2016-05-26,South,1432,157.52
Yadav,Food Grains,Atta & Flour,Kanyakumari,2017-12-29,South,957,421.08
Shah,Beverages,Soft Drinks,Trichy,2017-12-29,South,2397,1030.71
Yadav,Fruits & Veggies,Organic Vegetables,Nagercoil,2016-09-06,South,1568,423.36
Esther,Snacks,Cookies,Tirunelveli,2017-12-24,South,1589,413.14
Ravi,Beverages,Soft Drinks,Namakkal,2018-11-10,South,1334,200.1
Ramesh,Oil & Masala,Edible Oil & Ghee,Kanyakumari,2018-12-09,West,1213,194.08
Veena,Oil & Masala,Edible Oil & Ghee,Trichy,2018-05-19,West,552,231.84
Shree,Food Grains,Organic Staples,Pudukottai,2017-09-01,West,1249,74.94
Hussain,Oil & Masala,Masalas,Tenkasi,2016-11-08,West,1504,330.88
Yusuf,Fruits & Veggies,Organic Fruits,Perambalur,2015-07-25,West,705,282.0
Haseena,Fruits & Veggies,Organic Vegetables,Cumbum,2015-04-23,West,2402,768.64
James,Food Grains,Atta & Flour,Ramanadhapuram,2018-03-16,West,1202,480.8
Malik,"Eggs, Meat & Fish",Mutton,Dindigul,2016-09-27,West,598,215.28
Ganesh,Beverages,Soft Drinks,Virudhunagar,2018-03-16,West,1598,575.28
Krithika,Bakery,Breads & Buns,Dindigul,2015-11-11,West,1056,211.2
Verma,"Eggs, Meat & Fish",Mutton,Pudukottai,2018-12-09,West,1507,406.89
Shree,Oil & Masala,Masalas,Tenkasi,2018-05-19,West,1217,535.48
James,Oil & Masala,Spices,Perambalur,2016-04-18,West,1049,251.76
Suresh,"Eggs, Meat & Fish",Mutton,Dharmapuri,2018-12-16,West,634,88.76
Yadav,Snacks,Chocolates,Coimbatore,2016-09-27,West,1309,104.72
Arvind,Snacks,Chocolates,Tenkasi,2018-09-24,West,720,115.2
Hafiz,Food Grains,Organic Staples,Nagercoil,2017-10-21,West,770,331.1
Hafiz,Food Grains,Rice,Trichy,2018-11-02,West,2411,626.86
Arutra,Bakery,Cakes,Tenkasi,2017-04-15,West,1483,163.13
Sabeela,Fruits & Veggies,Organic Fruits,Bodi,2016-09-27,West,1334,333.5
Esther,Fruits & Veggies,Organic Fruits,Ooty,2015-11-19,West,2444,513.24
Adavan,Snacks,Chocolates,Tirunelveli,2016-04-12,West,760,273.6
Aditi,Bakery,Breads & Buns,Tenkasi,2016-12-01,West,1341,415.71
Ramesh,Fruits & Veggies,Organic Vegetables,Krishnagiri,2017-09-19,West,1003,100.3
Hussain,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2018-02-26,West,1982,772.98
Yusuf,"Eggs, Meat & Fish",Eggs,Virudhunagar,2018-10-15,West,893,267.9
Rumaiza,Oil & Masala,Masalas,Chennai,2015-12-27,West,1961,647.13
Harish,Food Grains,Dals & Pulses,Dindigul,2015-11-11,West,1425,85.5
Ram,"Eggs, Meat & Fish",Eggs,Viluppuram,2018-02-26,West,1234,271.48
Ravi,Snacks,Cookies,Chennai,2018-02-26,West,1331,66.55
Sudeep,Bakery,Breads & Buns,Theni,2015-07-25,West,1653,115.71
Esther,Food Grains,Atta & Flour,Bodi,2018-09-02,West,2225,845.5
Peer,Fruits & Veggies,Organic Fruits,Salem,2018-11-02,West,2040,632.4
Ram,Beverages,Health Drinks,Chennai,2016-09-17,West,629,276.76
Komal,Food Grains,Atta & Flour,Madurai,2016-12-01,West,1521,212.94
Ridhesh,Fruits & Veggies,Organic Fruits,Trichy,2016-12-01,West,2082,520.5
Roshan,Fruits & Veggies,Fresh Fruits,Viluppuram,2018-12-16,West,1610,724.5
Willams,Food Grains,Dals & Pulses,Tirunelveli,2018-09-24,West,1792,788.48
Ganesh,Snacks,Cookies,Theni,2017-10-21,West,964,106.04
Suresh,"Eggs, Meat & Fish",Fish,Madurai,2018-03-13,West,527,226.61
Hafiz,Beverages,Health Drinks,Vellore,2018-11-02,West,2009,562.52
Sharon,Fruits & Veggies,Fresh Vegetables,Cumbum,2018-03-13,West,1801,702.39
Shree,Fruits & Veggies,Fresh Vegetables,Coimbatore,2018-11-02,West,1530,306.0
Mathew,Beverages,Soft Drinks,Virudhunagar,2016-04-18,West,727,109.05
Yadav,Beverages,Health Drinks,Kanyakumari,2018-03-13,West,1935,135.45
Rumaiza,Snacks,Cookies,Chennai,2016-10-02,West,519,140.13
Malik,Snacks,Chocolates,Perambalur,2017-09-08,West,873,314.28
Mathew,Food Grains,Dals & Pulses,Vellore,2016-07-04,West,1430,400.4
Ramesh,Snacks,Chocolates,Tenkasi,2015-03-07,West,1654,512.74
Krithika,Beverages,Health Drinks,Coimbatore,2017-09-19,West,1524,259.08
Kumar,Fruits & Veggies,Organic Vegetables,Bodi,2017-10-21,West,2051,635.81
Sharon,Oil & Masala,Spices,Namakkal,2015-08-03,West,2138,149.66
Veronica,Beverages,Soft Drinks,Tenkasi,2017-09-08,West,1021,316.51
Sabeela,Fruits & Veggies,Organic Vegetables,Nagercoil,2017-12-22,West,2003,540.81
Shree,Oil & Masala,Masalas,Tirunelveli,2018-09-02,West,670,100.5
Shree,"Eggs, Meat & Fish",Chicken,Cumbum,2018-11-02,West,1615,193.8
Ridhesh,Oil & Masala,Edible Oil & Ghee,Madurai,2016-03-02,Central,1947,447.81
Anu,Food Grains,Dals & Pulses,Ramanadhapuram,2018-12-28,Central,1423,213.45
Muneer,Fruits & Veggies,Fresh Fruits,Chennai,2018-07-01,Central,1953,468.72
Willams,Beverages,Soft Drinks,Vellore,2016-08-10,Central,550,209.0
Shree,Snacks,Cookies,Perambalur,2018-01-14,Central,1666,249.9
Vidya,Food Grains,Organic Staples,Krishnagiri,2017-08-23,Central,2109,168.72
Sharon,Oil & Masala,Spices,Krishnagiri,2016-11-10,Central,562,207.94
Akash,Beverages,Health Drinks,Tenkasi,2017-11-05,Central,985,403.85
Malik,Fruits & Veggies,Fresh Vegetables,Chennai,2016-12-01,Central,1512,589.68
Yadav,Beverages,Soft Drinks,Coimbatore,2018-02-20,Central,956,152.96
Roshan,Beverages,Health Drinks,Chennai,2017-05-30,Central,1868,354.92
Akash,Snacks,Noodles,Namakkal,2015-09-12,Central,2043,755.91
Amrish,Bakery,Breads & Buns,Namakkal,2017-08-11,Central,667,166.75
Ganesh,"Eggs, Meat & Fish",Eggs,Chennai,2015-09-07,Central,1566,407.16
Amy,Snacks,Chocolates,Nagercoil,2018-01-14,Central,1649,478.21
Jackson,Snacks,Cookies,Virudhunagar,2017-07-28,Central,693,166.32
Anu,Fruits & Veggies,Organic Fruits,Dindigul,2016-12-01,Central,505,196.95
Arutra,Bakery,Cakes,Dharmapuri,2017-10-15,Central,1055,253.2
Amrish,Bakery,Biscuits,Dharmapuri,2016-06-12,Central,2389,215.01
Shree,Snacks,Chocolates,Perambalur,2018-01-14,Central,2167,736.78
Komal,Fruits & Veggies,Fresh Fruits,Dindigul,2017-12-12,Central,1556,482.36
Willams,Snacks,Chocolates,Nagercoil,2015-08-02,Central,1391,431.21
Ridhesh,Snacks,Noodles,Virudhunagar,2015-09-07,Central,1892,851.4
Amy,Snacks,Noodles,Tirunelveli,2018-02-20,Central,1891,567.3
Jonas,Oil & Masala,Edible Oil & Ghee,Theni,2017-10-15,Central,1259,151.08
Akash,Oil & Masala,Edible Oil & Ghee,Dindigul,2017-05-30,Central,1354,135.4
Ganesh,Food Grains,Rice,Ramanadhapuram,2017-09-05,Central,1451,551.38
Sheeba,"Eggs, Meat & Fish",Fish,Coimbatore,2016-08-10,Central,1652,264.32
Ramesh,Bakery,Cakes,Pudukottai,2016-11-10,Central,736,95.68
Ravi,Fruits & Veggies,Fresh Vegetables,Vellore,2018-09-07,Central,1196,203.32
Willams,Snacks,Noodles,Cumbum,2015-05-17,Central,767,61.36
Esther,Snacks,Noodles,Dharmapuri,2018-11-11,Central,801,64.08
Sabeela,Oil & Masala,Spices,Chennai,2015-08-08,Central,2138,598.64
Ravi,"Eggs, Meat & Fish",Eggs,Dharmapuri,2017-08-23,Central,1311,367.08
Jackson,Snacks,Noodles,Bodi,2018-04-06,Central,1815,127.05
Haseena,Bakery,Cakes,Dindigul,2016-12-01,Central,2396,551.08
Amrish,Food Grains,Dals & Pulses,Viluppuram,2016-11-10,Central,2266,589.16
Surya,Beverages,Soft Drinks,Karur,2015-09-12,Central,856,273.92
Jackson,Bakery,Cakes,Perambalur,2018-08-28,Central,1467,396.09
Esther,Bakery,Breads & Buns,Karur,2018-10-22,Central,1383,221.28
Sudeep,Snacks,Cookies,Krishnagiri,2016-12-22,Central,1769,495.32
Peer,Beverages,Health Drinks,Namakkal,2015-11-16,Central,2493,448.74
Veena,"Eggs, Meat & Fish",Fish,Viluppuram,2016-09-24,Central,1699,169.9
Adavan,"Eggs, Meat & Fish",Fish,Ooty,2018-01-21,Central,1016,314.96
Sudha,Oil & Masala,Spices,Dindigul,2017-10-15,Central,1858,836.1
Hussain,Beverages,Health Drinks,Vellore,2016-08-10,Central,821,65.68
Surya,"Eggs, Meat & Fish",Eggs,Salem,2017-08-23,Central,2191,328.65
Kumar,Snacks,Cookies,Dharmapuri,2018-12-17,Central,1186,71.16
